medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total,nextpickuptime,key,trippolyline,nextpolyline
6D49E494913752B75B2685E0019FF3D5,8/1/13 10:28,8/1/13 10:42,1,-73.983749,40.738029,-74.006805,40.726547,11,CRD,0,0.5,1,0,12.5,8/1/13 10:46,20,usswFl}pbM`BbAtBvAtBrAtBrApBvAtBrA~B|AhCbB??eC|H}A|EOf@{@fC??dDb@hCZNBtC^NBh@HF@nATlBzAtB`BbBnAfBxArB~AtBdBtBbBzBdB`CpBt@l@dAv@FFpAdA??Kb@KXOd@a@dAiAtCkAvCc@jAQb@Ul@iAlCiAxCiAtCITITUp@CDAD?DADCZEt@]~HKzB??nCTtCXjCT??U~E,wkqwFpmubMK`C??oCW{BQUASAkAM
6D49E494913752B75B2685E0019FF3D5,8/1/13 10:46,8/1/13 11:15,1,-74.007172,40.728512,-73.984215,40.763168,18,CRD,0,0.5,3.7,0,22.2,8/1/13 11:19,21,exqwFvoubMm@GsCUqCYqCUoCWcAIsAM_CUcCS_CQOEMC{BQ}BSOAOA_AKe@GKAMEICKGGGGEMOIK??UWqB}Bi@m@iAuAOOg@o@QSs@w@{@eA}@{@iAu@qAy@y@k@}B{A_Am@u@g@uBuAy@i@{@i@sBwA}@i@w@i@{BwAcAq@_Ao@cC_Bw@i@eAq@{ByA{ByAyByA{ByA{ByAcAq@u@g@cCaBs@c@}@m@sA{@s@e@eC_ByByA{ByA{ByA{ByA{B{A{BwAcCaBgCaB}B}A{ByA}ByA{B}A}BwA{B{A}ByA}B{A{B{A??nA}D,spxwFn`qbMrAcEJa@Ts@f@}A??zBzA|B|AzB|A|BvA`Aj@|@j@zBvAr@b@jAr@??ITGRi@`Bg@`Bm@hBq@vBm@jB??}ByA??pDeLX}@L]
6D49E494913752B75B2685E0019FF3D5,8/1/13 11:19,8/1/13 11:34,1,-73.985298,40.758789,-73.97435,40.763302,10,CRD,0,0.5,2.1,0,12.6,8/1/13 11:37,22,{twwFngqbMTw@FOdEuM`@mA??_CyA{ByA{B}A{ByAaC{AyByA_CyAyB_B}B{A{BwAgCcB??xAsEnCqI,wpxwFhcobMf@_B??dC`BzBxAzB`B|BxA??Qf@
6D49E494913752B75B2685E0019FF3D5,8/1/13 11:37,8/1/13 11:55,1,-73.97596,40.760632,-74.002937,40.74931,12.5,CRD,0,0.5,2.6,0,15.6,8/1/13 12:12,23,e`xwFhmobMsC~IqA~DY|@kClI{@lCc@tA??zB|AzBzA|B|AzB|A|BvA`Aj@|@j@zBvAr@b@jAr@^^xA~@~B~AdC|AbCbBj@\nAx@zBvAxBxA|BzAvB|AxB~Ax@d@n@\^RbC|At@f@\Tf@\b@X\Tv@h@|BxAzBxAzBxAxB~A|BtAvBzA??mFrPoF~PoFrP??eAs@,izuwFtutbMu@e@??rBsG`@oAvAkE??|BtA|@j@z@h@r@f@nA|@r@b@nAz@zBxAp@b@bAp@tBvAn@^bAr@rBtAr@f@bAn@VN??lB`A`@V\NHBn@F^H??bDXzBVbCTxBRdBNN@|@D??BDBBH@^FB?BB@@@@?B@BE|A?V?V?bD?fD??fCJD?HAF?F?xBJnCJz@BlAF??p@~H??WAs@AcAE??g@eH
6D49E494913752B75B2685E0019FF3D5,8/1/13 12:12,8/1/13 12:16,1,-74.008606,40.734722,-74.005424,40.727818,5,CRD,0,0.5,1.1,0,6.6,8/1/13 12:18,24,g_swFzxubMC[??z@BlAFtBHXBJ@jBFXBZB|BX|BVRDPB|BVpCZ??PcDAYXcGVaG@e@AS@OE[??X@vANl@FnCTF@,{sqwFbeubMlCVjCTvCX??TwFFiB??sC_A??[|H
6D49E494913752B75B2685E0019FF3D5,8/1/13 12:18,8/1/13 12:30,1,-74.005302,40.726494,-73.998482,40.713455,8.5,CSH,0,0.5,0,0,9,8/1/13 12:35,25,{jqwFfdubMEhA??vCX`CRzBTVB|APL@|BTnBPl@B`BH`@F\Dn@HVBlCV`CV|BRB@L@tCd@RBjBnA??tBaGzCsIj@yAv@_CZ{@JYf@mA`@kAHYJYp@kBdAgCJUFSFO\}@x@wB\iAn@qBRY,_znwFrysbMBE??m@cBYk@Ye@UY??_Am@gAo@a@U]So@[CAm@]oBcAMGMEMGKCq@]aCmAmD{A_A]gEoA{Bu@GQUIWIqBi@iCw@cCo@
6D49E494913752B75B2685E0019FF3D5,8/1/13 12:35,8/1/13 12:54,1,-73.993195,40.722233,-73.973976,40.751392,13.5,CRD,0,0.5,5,0,19,8/1/13 12:56,26,_qpwFvxrbMMCOGOCCAEAs@Q_D}@wA_@YIkCs@cAWoAYsCw@wBi@UG??mAYMGIEKGSMa@YuAaAa@Qg@Qm@_@wB{A??_Ak@y@m@sBoAyBuA_CcB}ByAkCaBiCcB_C}AuBsAqBwAuBsAuBsAuBwA{BwAeCcBw@k@kAw@wByAmAw@o@_@yByA{ByA}ByA{B{A{ByAyByAyByAgC_BaCaB{ByA}B{A}AeAYS{ByA_CyAyB{AeC_B}B{A,egvwFh`obMGCo@c@
6D49E494913752B75B2685E0019FF3D5,8/1/13 12:56,8/1/13 13:12,1,-73.973785,40.751671,-73.972687,40.780872,12.5,CRD,0,0.5,2,0,15,8/1/13 13:16,27,}hvwF`_obMoAy@{ByA{B{A{ByA??gBrFc@rA{ArEc@vAO^]jASr@q@pBY`A??}B{A{B{A}ByA}B{A}ByA{B{A{ByA}B{A}ByAeCcBgCeB{BwAiAu@s@c@{B{A}B{A{ByA}B{A{ByA}B{A??gC|H??Oj@CPCPCTAXAR?N?L?P@b@?@?LBt@?Z?P?DA\?TCVC`@?HMr@Mp@CNCPA@?BEP?@ADEPERMh@GVK\M^GLGNk@jAKPGJCDKPKRs@jAGLg@x@MTYh@OZ]r@i@hA_@v@e@|@GLQZCBUb@Yb@a@l@a@p@SVMREJGHO`@??uBuAaC_B{ByAIGoBuA{ByAiCcBgCcBaC}A{B{A}B{AgCcB}FwDOK,e_|wFtwnbMHF
6D49E494913752B75B2685E0019FF3D5,8/1/13 13:16,8/1/13 13:38,1,-73.972733,40.780819,-73.97966,40.757813,14.5,CSH,0,0.5,0,0,15,8/1/13 13:39,28,u~{wF`xnbM|FvDfCbB|BzAzBzA`C|AfCbBhCbBzBxAnBtAHFzBxA`C~AtBtAxA~@f@\|BxAnBrAJFz@j@FBz@f@??{BbHUl@??hDGdA?`BA\Ap@@P?Z@??FLBBBBB@D@B@B@D@D?@?D?D?@ALEHCDE@CBC@CBCDIBO@E@G?E?G@E?G?GNMFCDCDADAF?F?v@L\D|@HhAF~APp@HP@D?B?HB|Bf@d@L^JD@FBTFb@LPFrB~@f@VzAr@hBbAVNx@d@`An@`CpANFf@PlAj@??ZcAZaAlD}KZ_Ad@yArCaJ,}owwFlcpbMRm@
6D49E494913752B75B2685E0019FF3D5,8/1/13 13:39,8/1/13 13:47,1,-73.979332,40.75787,-73.963432,40.76762,7.5,CSH,0,0.5,0,0,8,8/1/13 14:36,29,iowwF~apbMhAmD\iAfBwF^kA??{B{A}ByA}B{A}ByA{B{A{ByA}B{A}ByAeCcBgCeB{BwAiAu@s@c@{B{A}B{A{ByA}B{A{ByA}B{A_C{AyByA??~BoHNe@`CsHp@yB,olywFp~lbMpAaE??{B}A}BwA{B}AiCeBgC_B_CyA{B_B_C{A}B}A_C}AgCeBiC}A}B{A_C}A??zD_M??`Aj@
6D49E494913752B75B2685E0019FF3D5,8/1/13 14:36,8/1/13 14:45,1,-73.953972,40.775017,-73.964806,40.792789,9,CSH,0,0.5,0,0,9.5,8/1/13 14:51,30,qzzwFpbkbM|@j@??{DdMgC~H_CjHOj@yBnH??eC_ByB}AcCwA}B}AgCgBiC_B{B{A_C{A{B{A}B{A{ByA{B{A_C{A{ByAeCcBeC_B??gC~H??gAdD}@nCg@zAGPABIX_AxCUt@Ml@Kj@Gb@Ej@Gd@Mr@Md@Qh@Sb@Ub@U^_@l@]r@Yn@Uj@Wr@W|@IZENGTETEFABCHG\EXCRENCLGNEHIJQTIJKX[|@??y@lC,ci~wFrgmbMsDjL??dAp@`Ap@??nFwP??fC`BzB|At@d@
6D49E494913752B75B2685E0019FF3D5,8/1/13 14:51,8/1/13 14:57,1,-73.965965,40.790157,-73.966492,40.804241,6.5,CSH,0,0.5,0,0,7,8/1/13 15:08,31,ey}wFpmmbMu@e@{B}AgCaBy@i@KIcAq@oBqAGE_BeAyAaAUOe@[WQa@WiAs@kAw@o@e@{@i@q@c@QM_Am@}@m@_Am@{@k@eAq@_Ao@??k@dBm@fB_@nAi@~Ag@~Ac@tAmFxPu@xBiAnDo@nB??kDOW?WCWEQCYI_@MOGOG}AcAwB}AWO,sq`xFxqmbMkBmA??Md@`C|AvBvAjBlARHRF??v@p@b@RLFfCxAfAn@dAp@|BxAxB|A~B|A|B|A|BvAxBzA~BzA~BzAh@^VRl@ZRPRLb@X\Tp@b@|BvAzB~A~BvA|B~A|BzAzBzA|BzA|BxAdC~AjAx@
6D49E494913752B75B2685E0019FF3D5,8/1/13 15:08,8/1/13 15:17,1,-73.978287,40.788574,-73.98632,40.767311,9,CRD,0,0.5,1.25,0,10.75,8/1/13 17:57,32,eo}wFlzobMz@l@~BxA|BzA~BzA|B|AzBzAdCfBjC~A`C|AxB|A`CvA~B|A~B|AdC`BfCbBt@d@jAt@hCdBv@d@vE~CpA|@v@f@hAt@t@j@dAp@dAl@x@f@r@d@hAr@h@`@pA~@dAp@v@d@fAv@p@b@??`Aj@|@h@jAv@z@h@fAv@|@n@??hB_GJ[vBaHfF}O,qjywFpmqbMHW??|BxA|BxAzB~AzBxAzBtA~B~AxBzA|BzAzBxA|@h@`An@zBzAtA|@d@\~BxAr@f@rAz@??lA{D~C}JhFmPDIh@eBjDuKTy@J]To@DQ^iAp@uBDQL]t@cC`@oAf@aBhC_IlAwDZ}@L[HWDMBI?AHUH[J[HWv@iCb@qAbAeDbA_DpAaEjB{FzAaFx@_CJ[R[L_@FMFSFMDOBGBE@Cp@sBBKPg@DQ@C@C@A@C@ABCBCBCDCDADABAB???D@B?B?B@LDHFPLh@`@tB~ABBHF^\bAfAZZz@z@ZZ\Z^\`@ZRNNJr@d@NJF@DBJ@H@F?L?H@H@FBJFnAr@r@`@^Rb@VFFBBBD?@BFBJ@DBB@BB@??TBPDVLZJTJXHZHXFZFXDXDbAJvALF@F?FADAHC??p@HpBVTBRDTDTDRDRFTFTHVJPHNHPHPJPJrA|@jCfBd@ZVN@?JHTJRHTHPFRDXDTBR@T@N@F?TARARCTCTEVGr@KhDk@rF_ATE@?TEVEB?FA`@GrB]TGNC\MVMBA@AZMb@[XWh@k@j@u@r@_AZ_@\]HIHGPKZUHGRKTKp@Sh@INAVAZAX?lAFl@BtDXf@Hd@JLBRFhAb@dAd@tBfAfCtA^RjE`C`@R`@R`@Pb@Nb@Nb@H`@Hf@Fd@Bb@BL@h@Bv@FrIh@R@j@D@?r@Fb@Db@Fd@F`@Hb@Jb@Hb@Lb@J`@Lb@Np@\r@XvAl@dA`@j@R^PLD@@D@HD@?dAd@vF~BxB|@TJb@VRJJHJHJHZX^b@TZFHLPLTN\HNDLFJJZNh@FVDRH^D\DZD^B^Br@DjAFrBDlARbHDrAFhB?FBZ?J@D?RRbE?@@PHdC`ApPBj@Dj@n@bIJtALrATxCf@hH^xEJtADr@PvBDj@D^Fj@L~@@F^dB??BZBXHVBL?@BJ?@BL@J?B?@?@?DATA^?J??STSNSL[Rk@`@i@j@a@b@ONMFa@RY\SXSb@??XRJFHD?@@?@@HDFDJH@?@@@@BBB@?@B@@@@?@@DB?@B@JFHJFJDD^f@vAlBxCxDPRnBtB??nBrDl@`A
6D49E494913752B75B2685E0019FF3D5,8/1/13 17:57,8/1/13 18:22,1,-74.00528,40.706585,-73.952248,40.773083,22,CSH,1,0.5,0,0,23.5,8/1/13 19:02,33,momwFhdubMm@aAoBsD??oBuBQSyCyDwAmB_@g@EEGKIK??CYAI?C?CAS@G?C?g@RYT_@\c@PYNIPGNCDALELA@AFA@?FA@?JELIFCPKLMJO@CBC@EDK?ABG@C?A@CBQ?A?C?G@A?A?A?M?A?A?A?A?A?E@AAA?E?C?AACAOEQGUYq@AAGUISSs@UcAQaAKu@Kw@Iw@KyAOsBOaBOcBEa@AOCSI]??I{Aq@mIAG?E?AAACW?AAM?AAK?GAIA_@?GAA?E?EAEAOk@yGEm@Ek@_AoPOuCCWSoDA[AC?IAUAUScKCeBEoAM}DEm@Em@E_@CQEWEWMi@Mc@Oa@M]Qa@Q]Wa@GG?ACEKMk@q@a@]g@]w@a@eCeAwB}@_CaAECQI_@OA?CCGCC?CCA?AAEAAACACAAAA?A?EC{D_BkAg@{@W_A]i@Mm@QoAW_@Ie@Gw@Ku@G_EUyE[qAKc@Ck@Cc@Ea@Ec@I]K]I[K_@O[OYQgFqC]SCAuBiAcB}@sAo@o@Wq@Wu@Q_AOmDYyBOm@?w@D[Da@J_@J_@P]P]TWRSPONg@l@g@r@i@r@a@b@m@f@WPSNMHGBMFqA\cBZa@FMBE@A?MBKBA?I@WDoF|@qDj@q@LSDA?G@MBG@WBU@S?M?I?UAUAYEQCSEWISGQGUKIGWMOKQMq@e@cAo@sBuAQKOIQKQIQISIQGQGQGQEQESEu@Qe@MSGQESCQEQESCSCQCWEeAMg@GgBUm@IYEQCWESG[IQEa@OUIMG[O{AaAGCoAu@??U[AAKIMIGE{AcAiByAkB{AMKAAAACCIGqAgAa@[}AqA_BoAOKICCAEAE?A?C?C?C@A?EBEBEBA@CDCDEDCFCHA@?@_@jAgAlD??eAm@}@e@YAgBkA}AcAa@YyBwAYQ??EICEEGAAIIAAACAAKOUYKO??KKiAs@m@_@SO[Ok@SUCSMQOMBcBcA{B{A}ByAu@e@eAs@_C{A{B{A_CyAi@_@yAaAeC_B_C_BkBmAOMmAw@o@a@{ByA{@m@]Uc@[{ByA}BwA{B{A}ByA}B}AeAs@u@g@{BuAyAcAc@[cAq@cAo@iCcB}ByA}B{AaCcB{ByA_C{AgCcBgCcB_C{A??gEtM??~BzA??~DcM,snzwFtxjbMFQ??_C{A??gEtM??~BzAhCdBfC`B~B|AzB~A~B|A|B|A~@p@z@j@lClB??W|@ELGNELEFGJEHGNGPKZcBfFk@hB{AzE}BlHQf@}BlH]dA
6D49E494913752B75B2685E0019FF3D5,8/1/13 19:02,8/1/13 19:11,1,-73.965698,40.772053,-73.983932,40.774998,7.5,CSH,1,0.5,0,0,9,8/1/13 19:13,34,qgzwFdmmbMiAjD_@lA??hC~A|@j@~@n@bBhAVPzBxA|BxA`@XxAbA??Oj@CPCPCTAXAR?N?L?P@b@?@?LBt@?Z?P?DA\?TCVC`@?HMr@Mp@CNCPA@?BEP?@ADEPERMh@GVK\M^GLGNk@jAKPGJCDKPKRs@jAGLg@x@MTYh@OZ]r@i@hA_@v@e@|@GLQZCBUb@Yb@a@l@a@p@SVMREJGHO`@??iFvPm@jBSl@oD|K??y@k@,m{zwFf`qbM_Am@}@m@
6D49E494913752B75B2685E0019FF3D5,8/1/13 19:13,8/1/13 19:16,1,-73.983513,40.775646,-73.977684,40.788914,5,CSH,1,0.5,0,0,6.5,8/1/13 19:17,35,k_{wFj}pbM_Ao@qBqAIG}ByA}@o@_Ai@iA}@{@i@iCcB{B{A{BwAaC_BaC}A{B{AiCaBgCcBaCwA}B}A}B{A_C}A_CyAgCcB??sBtGQf@}A|E,gq}wFzwobMIV??eC_B}ByA}B{A{B{A}B{A}B_BaBcA
6D49E494913752B75B2685E0019FF3D5,8/1/13 19:17,8/1/13 19:21,1,-73.974785,40.793217,-73.976578,40.783363,5,CRD,1,0.5,1.3,0,7.8,8/1/13 19:26,36,ml~wF`eobM`BbA|B~A|BzAzBzA|BzA|BxAdC~AfCfB~BxA|BzA~BzA|B|AzBzA??~A}EHc@hCwHdBsF,wn|wFxpobMhCeI??fCbB??oFxP??gCcBaCwA}B}A}B{A_C}A_CyAgCcBeCaB}B{A{@k@
6D49E494913752B75B2685E0019FF3D5,8/1/13 19:26,8/1/13 19:28,1,-73.973946,40.78933,-73.965935,40.795185,4,CSH,1,0.5,0,0,5.5,8/1/13 19:34,37,ct}wFt_obMaAq@{ByA}BuA}B}A}B}A}B}AyB}AgCcBgCaB{ByA}B{A}B}A???Q?G?E?C@C`BmF~BgH??v@f@HF,ux~wFrmmbMlAx@nFpDdAp@`Ap@tA|@p@b@zBzA~BzAzBzA`CvAzBxA|BzA|BxAzBdBl@b@vA~@fC`B|@j@`Al@|B~Aj@^VPx@h@d@XZNdAl@xBvAfCbB??oFxPcCxH??mCeByB{A
6D49E494913752B75B2685E0019FF3D5,8/1/13 19:34,8/1/13 19:39,1,-73.97892,40.785099,-73.963554,40.794502,6.5,CSH,1,0.5,0,0,8,8/1/13 19:45,38,az|wFh_pbMyByAcCcByB{A{BgBaCqBaCmB}B_B{ByA_C{A{ByA{B}A_CyA}B{AoAaAi@c@u@g@qAw@i@[]S_Ak@}B{A_CyAyB{A??bBoFJ]?Q?G?E?C@C`BmF~BgHdCgG|@sC,st~wFf_mbMRq@f@{A??d@ZTNxA`A~AdAFDnBpAbAp@JHx@h@fC`BzB|A~BxALJlBnA|BxAzBzA~BzA|BzA|BzAz@l@fAp@hCdB~B~A|BxAzB~AtBlATLxE|Cd@Z|E~C
6D49E494913752B75B2685E0019FF3D5,8/1/13 19:45,8/1/13 19:53,1,-73.973564,40.77969,-73.97113,40.800285,8,CSH,1,0.5,0,0,9.5,8/1/13 20:10,39,ww{wF`}nbM}E_De@[yE}CUMuBmA{B_B}ByA_C_B??oFzPoFtP??gCcBeCaB}B{A}B}A{ByA}BuA}B}A}B}A}B}AyB}AgCcBgCaB{ByA}B{A}B}A}ByA{B{A}B{A??sBlGM`@qBhGeBnF,mx_xFxnnbMWx@??{BwA??~BoH??|AfA
6D49E494913752B75B2685E0019FF3D5,8/1/13 20:10,8/1/13 20:22,1,-73.970009,40.799927,-73.950729,40.77932,11,CRD,0.5,0.5,2,0,14,8/1/13 20:26,40,cv_xFrfnbMZT~B|A|B|A|BvAxBzA~BzA~BzAh@^VRl@ZRP??h@aB`A}CTu@b@uAjAoDjFsPnFwPXw@??AQ?I?G?K?KCMKw@Iq@E[CY?_@@c@@Q?E@GDUFUDOH[V}@Vs@Tk@Xo@\s@^m@T_@Tc@Rc@Pi@Le@Ls@Fe@Dk@Fc@Jk@Lm@Tu@~@yCHY@CFQf@{A`@k@PSNKBAXONEREb@GZGZQBA@AFIFOHQH[??fC}HbAaDx@iCNg@`@qA|A_FhC}H|AcFBIBIDIXm@BGDIBIBGDIl@oB??lBnARPHFhArADDBBDBHD|B|AzB|A~BrAv@b@hAn@zBzAdBhA,su{wFxnjbMTPl@\LLPRVVRNfC`B??jEcNrDoLHS??hBhA
6D49E494913752B75B2685E0019FF3D5,8/1/13 20:26,8/1/13 20:40,1,-73.947609,40.775448,-74.005829,40.708851,20,CRD,0.5,0.5,3,0,24,8/1/13 21:24,41,g}zwFvzibMiBiAiCeBGEiBmAGEKGoBoAGCuByA}@m@cAs@_BcAW]??AY?I?I?MDOFGHGJEJEf@SrAw@|Ai@f@QLEDA^KNEb@Kt@OrAYHAf@If@Gl@Eb@Ad@?^@XDVDZJRHVJXJVNVNVPXT\VXV\V\ZXVfC~Bn@h@VTPPPRPRPTPPV\V\T`@LRJPPVLVPZPTJNHJ\\PPbA|@pBhBLNhAjAp@l@HH@?dC|B\Tv@j@lAz@n@f@|BpB|@p@VPh@\`At@z@t@jC|BjBbBrC`C|ArAhCxB`@`@`@b@rA`BnAxAhBxBd@r@T`@^l@r@nAFHLPHLHJNR@@TTb@b@\Zp@h@JHFDPJl@`@RLNHJFDBDBDBFBHDdBfANN^VPXJNRNpAhA|A`Al@^^V\VVVTXbAtAj@z@f@n@\`@`@\fCxBtBfBLJ\X@Bt@r@jE`EXVFH@@@?BD\VvT|PVRDBPN^TlCrBXV\\XZnCrCZZ\Zb@^b@^d@\d@Zd@Zf@VZR\PxBnA`@XTJRJFB@@HBVLNDTJPHTFTHRFTFTFTDTDRDTBVDrDd@p@HpBVTBRDTDTDRDRFTFTHVJPHNHPHPJPJrA|@jCfBd@ZVN@?JHTJRHTHPFRDXDTBR@T@N@F?TARARCTCTEVGr@KhDk@rF_ATE@?TEVEB?FA`@GrB]TGNC\MVMBA@AZMb@[XWh@k@j@u@r@_AZ_@\]HIHGPKZUHGRKTKp@Sh@INAVAZAX?lAFl@BtDXf@Hd@JLBRFhAb@dAd@tBfAfCtA^RjE`C`@R`@R`@Pb@Nb@Nb@H`@Hf@Fd@Bb@BL@h@Bv@FrIh@R@j@D@?r@Fb@Db@Fd@F`@Hb@Jb@Hb@Lb@J`@Lb@Np@\r@XvAl@dA`@j@R^PLD@@D@HD@?dAd@vF~BxB|@TJb@VRJJHJHJHZX^b@TZFHLPLTN\HNDLFJJZNh@FVDRH^D\DZD^B^Br@DjAFrBDlARbHDrAFhB?FBZ?J@D?RRbE?@@PHdC`ApPBj@Dj@n@bIJtALrATxCf@hH^xEJtADr@PvBDj@D^Fj@L~@@F^dB??BZBXHVBL?@BJ?@BL@J?B?@?@?DATA^?J??STSNSL[Rk@`@i@j@a@b@ONMFa@RY\SXSb@??XRJFHD?@@?@@HDFDJH@?@@@@BBB@?@B@@@@?@@DB?@B@JFHJFJ??gDtEq@`AS^O\Yf@GF??D@BBHDJBVHFDb@`@p@v@hBrBLTV^bAlAr@~@,g}mwFjgubM\d@`BhB??z@gBn@u@Z]ZY`AcADGDCXM??bBjCl@~@bBrCPXhAdBjBvCzAhCPRnAvBbAlBJZF`@h@`DNx@@H@D
6D49E494913752B75B2685E0019FF3D5,8/1/13 21:24,8/1/13 21:55,1,-74.011589,40.702942,-73.879333,40.713051,37.5,CSH,0.5,0.5,0,0,38.5,8/1/13 21:24,42,ixlwFlkvbMAEAIOy@i@aDGa@K[cAmBoAwBQS{AiCkBwC??lA{AjB}B??oBqDyAaC_@w@iAyB[m@o@oAO[yA}CsBeEc@}@{@eCIQCKEIQ[c@}@IOEIIMe@_AYg@GQKYKYMg@EQKg@K}@Gk@Go@IcAU_DGs@WgDKiAIqAC[Cg@Y{DY{DAW?K?AAKCY??QBa@HmAJMBMBK@MBK@SB??QDUFQDKBOBuAJy@FK@_AHuCR{@HgAFa@DgAH??e@DC?A?C?EAECIA}@_@_FuBgCgAWIkAc@wDcBaBo@e@Q]O??Z}Ad@_CFWn@cDn@}CDSDMFUd@gBz@oCFQ??@GDK?CBI@GBIlKgh@??`@_CBKF_@Nw@TqA@Ah@sCBKBSFYF]t@}DDOFWfIqa@XuALm@Lm@n@}CF]x@{D^eBhAgF~AuHJc@VmATq@d@wBVmAVmAHc@BWFg@BSBg@@]??DIBI@M@K@M?G@IBK`@iBf@sB??s@]_@Se@W??I_BGkBAI?IQiCG{@Cc@?MC[Eu@AQIeBKUGwAGcBKcBIwAA_@IoBCy@GeB??MaBi@yL]kI_@iIa@qI]oIQsDEkACWC[Ge@aBuKE]s@uEgAkH_@cCMy@EYCSa@aC]sBI_@i@iDe@qC??e@oCBMCWA]?[BWBa@Be@H_BLgCJuBTmELaDFkC@]?]@aDQm@?U?W?aABs@HyCBeBLsEBaA@Y?QBk@FwB@i@?O?E@QHsCHsDHmCD_B@a@F}BBy@@m@FgBBcAPqGZ}LDgBDeBJaD?UH{CJ_FHaDBkCDcB?k@BgDFoDDkC@sADoCBcBBcA@w@?a@B{ALmIBqBFqD@_AD_D?]DyDBaAHuFFeFB{EBiC@sB@u@?K@i@?ADiFDoDF_E@}@OsCm@eMc@qKQuC??a@VMJ,cwnwFvq|aMgCjBcCjBsCtB??V~ADZBd@FtAPnDFlD?n@?l@DvAF|@?ZAr@C~@Et@Ar@Cb@Eb@Qf@??YP[ROLOJcAt@e@XYR]V[Vk@f@sBhBwBpBsBpBuBjBgAx@y@l@}@r@wAdAe@\o@f@c@XyB`Bo@d@WPo@d@uBzAs@b@aAv@mCh@kCh@QDQDQDIDKDMJMJYP[RYP??Cb@Ad@C`@El@Gd@c@rEGp@If@GjBAb@E`AUxEGlAQbEOjCC`@A\El@Ct@C^Ch@Cb@AP?TATAXAXCTEZCTEVEVEVGVGTGVGTITGTKTSf@Uj@Wf@Un@u@dBIVM\Yr@??Sz@Wr@O`@MZKVKRYn@KVKXKZKVITMVKZITITGTIVETIXKVKVM^KVIXIVKXIZGTI\IVG\I^GZIf@ObA{@tFEXE\GZGXId@]nBg@fCgBrJEXGZIZGVIXIXIXIXKZKVITGNKVIPGLGLKLMN??g@NSNQNOLSNOLSNOJQLSLOLQLSN_@T??UPONQPMPMRKTKVKXGXEZGb@AXA^?^?V@XDd@F\DXDTHZHVHVJXJTLTLTLRNTLRNPPTLNPNPPPNPNNNPLPJRNRJTLTLRNRJ`@LXP~DzBhAn@z@h@x@f@F@fBlAdA|@JJ|@z@~@`ANPDF@BTV`@h@\^V`@VZPXPTPRd@n@JLPRVZLP?@LNDBPXZb@DFDHLPZj@Td@Tj@@BLZDHDNN\Rn@Nl@VdAHf@DTDRFZBN@NFXFb@Nx@XbBH`@?@F\?Fp@xDn@`EJ`@J`@L`@Ph@Rb@^z@lAlCx@jBjAlCd@`A`@n@^j@hBrCz@tAh@bAxA|CrBhEn@rAn@nAxCxFfAxBlA|BdAlBh@bAx@vATb@j@bAfAnBh@`AxBlDlBlCPRn@|@bCvC~@lArBxBRV??N@@?PNd@`@ZTh@\hEhCZTPLJJTPLLRV^l@Xb@JTFNBDHXFPLd@DNFZBTBPDb@BV@TBn@DbADh@?JDp@NzCDdA@b@?T?P?PAPANAPEVCRERIb@ENCLKV??UfAcEzReAzE??_@xBI`@Mn@_@fBQz@Mp@_@lBqDhRcC`Mo@dDKn@G\EPMl@Ml@I`@G^IZI\GXABCLCJMd@GX[rAS|@c@bBIZk@jCaBdIu@lDCNo@xCq@dDs@hDq@dD[tAYtA??K`@Sv@Qj@CFCFEFs@bDG`@I\GXG\Ih@m@bDo@vC[~AIXEV??ZNbDtA`A`@xB|@hBx@~B~@pChAlAh@dBr@??p@M??PCvAKh@EzAMp@EzAMd@AhBOdAGPCNETGTKRI??JEDAFAFAHAJAf@EVCHA@?B?BAF?LAHA@?RCHALE??@VXzDXzDBf@BZHpAJhAVfDFr@T~CHbAFn@Fj@J|@Jf@DPLf@JXJXFPXf@d@~@HLDHHNb@|@PZDHBJHPz@dCb@|@rBdExA|CNZn@nAZl@hAxB^v@xA`CnBpDnAvBXb@HNPXd@z@Th@b@v@xAxCz@nBj@nBBDJf@Rp@^lC??g@JaBZ_BZ??@H@D
